simulationId,age,partBody,time,phase,traineeId,Nacciones
216,33,"pelvis",30,"hospitalaria",15,12
217,50,"pelvis",30,"hospitalaria",15,1
218,33,"leftLeg",30,"prehospitalaria",15,1
219,82,"pelvis",30,"hospitalaria",15,1
220,50,"leftLeg",30,"hospitalaria",15,1
221,33,"leftLeg",30,"hospitalaria",15,1
222,82,"leftLeg",30,"hospitalaria",15,1
223,82,"leftLeg",30,"prehospitalaria",15,1
224,50,"leftLeg",30,"prehospitalaria",15,1
225,33,"pelvis",30,"prehospitalaria",17,45
226,82,"pelvis",30,"hospitalaria",17,23
227,50,"pelvis",30,"hospitalaria",17,1
228,50,"pelvis",30,"prehospitalaria",17,1
229,33,"pelvis",30,"hospitalaria",17,1
230,82,"pelvis",30,"prehospitalaria",17,1
231,33,"leftLeg",30,"hospitalaria",17,1
232,50,"leftLeg",30,"hospitalaria",17,1
233,50,"leftLeg",30,"prehospitalaria",17,1
234,33,"leftLeg",30,"prehospitalaria",17,1
235,82,"leftLeg",30,"prehospitalaria",17,1
236,82,"leftLeg",30,"hospitalaria",17,1
253,33,"pelvis",30,"prehospitalaria",20,1
254,33,"leftLeg",30,"hospitalaria",20,34
255,82,"pelvis",30,"hospitalaria",20,1
256,33,"pelvis",30,"hospitalaria",20,1
257,50,"pelvis",30,"hospitalaria",20,1
258,50,"pelvis",30,"prehospitalaria",20,1
259,82,"pelvis",30,"prehospitalaria",20,1
260,33,"leftLeg",30,"prehospitalaria",20,1
261,50,"leftLeg",30,"hospitalaria",20,1
262,50,"leftLeg",30,"prehospitalaria",20,1
263,82,"leftLeg",30,"hospitalaria",20,1
264,82,"leftLeg",30,"prehospitalaria",20,1
273,33,"pelvis",30,"prehospitalaria",22,39
274,50,"pelvis",30,"prehospitalaria",22,1
275,33,"pelvis",30,"hospitalaria",22,1
276,82,"pelvis",30,"hospitalaria",22,1
277,50,"pelvis",30,"hospitalaria",22,1
278,82,"pelvis",30,"prehospitalaria",22,1
279,33,"leftLeg",30,"hospitalaria",22,1
280,33,"leftLeg",30,"prehospitalaria",22,1
281,50,"leftLeg",30,"prehospitalaria",22,1
282,82,"leftLeg",30,"prehospitalaria",22,1
283,82,"leftLeg",30,"hospitalaria",22,1
284,50,"leftLeg",30,"hospitalaria",22,1
317,33,"pelvis",30,"prehospitalaria",25,97
318,33,"pelvis",30,"hospitalaria",25,76
319,50,"pelvis",30,"hospitalaria",25,27
320,50,"pelvis",30,"prehospitalaria",25,27
321,82,"pelvis",30,"prehospitalaria",25,28
322,82,"pelvis",30,"hospitalaria",25,112
323,33,"leftLeg",30,"hospitalaria",25,15
324,82,"leftLeg",30,"hospitalaria",25,28
325,50,"leftLeg",30,"hospitalaria",25,27
326,33,"leftLeg",30,"prehospitalaria",25,78
327,50,"leftLeg",30,"prehospitalaria",25,67
328,82,"leftLeg",30,"prehospitalaria",25,31
337,33,"pelvis",30,"prehospitalaria",27,18
338,82,"pelvis",30,"prehospitalaria",27,1
339,50,"pelvis",30,"hospitalaria",27,1
340,33,"leftLeg",30,"hospitalaria",27,1
341,50,"pelvis",30,"prehospitalaria",27,1
342,82,"pelvis",30,"hospitalaria",27,1
343,33,"pelvis",30,"hospitalaria",27,1
344,33,"leftLeg",30,"prehospitalaria",27,1
345,50,"leftLeg",30,"hospitalaria",27,1
346,50,"leftLeg",30,"prehospitalaria",27,1
347,82,"leftLeg",30,"hospitalaria",27,1
348,82,"leftLeg",30,"prehospitalaria",27,1
349,33,"pelvis",30,"prehospitalaria",28,92
350,33,"pelvis",30,"hospitalaria",28,31
351,50,"pelvis",30,"prehospitalaria",28,20
352,82,"pelvis",30,"prehospitalaria",28,1
353,50,"pelvis",30,"hospitalaria",28,1
354,82,"pelvis",30,"hospitalaria",28,1
355,33,"leftLeg",30,"hospitalaria",28,1
356,82,"leftLeg",30,"hospitalaria",28,1
357,50,"leftLeg",30,"hospitalaria",28,1
358,50,"leftLeg",30,"prehospitalaria",28,1
359,33,"leftLeg",30,"prehospitalaria",28,1
360,82,"leftLeg",30,"prehospitalaria",28,1
385,33,"pelvis",30,"prehospitalaria",32,1
386,33,"leftLeg",30,"prehospitalaria",32,1
387,50,"leftLeg",30,"hospitalaria",32,1
388,50,"leftLeg",30,"prehospitalaria",32,1
389,82,"leftLeg",30,"prehospitalaria",32,1
390,82,"leftLeg",30,"hospitalaria",32,1
391,33,"pelvis",30,"hospitalaria",32,1
392,50,"pelvis",30,"prehospitalaria",32,1
393,82,"pelvis",30,"hospitalaria",32,1
394,33,"leftLeg",30,"hospitalaria",32,1
395,50,"pelvis",30,"hospitalaria",32,1
396,82,"pelvis",30,"prehospitalaria",32,1
413,33,"pelvis",30,"prehospitalaria",33,1
414,33,"leftLeg",30,"prehospitalaria",33,1
415,50,"leftLeg",30,"hospitalaria",33,1
416,50,"leftLeg",30,"prehospitalaria",33,1
417,82,"leftLeg",30,"prehospitalaria",33,1
418,82,"leftLeg",30,"hospitalaria",33,1
419,33,"pelvis",30,"hospitalaria",33,1
420,50,"pelvis",30,"prehospitalaria",33,1
421,50,"pelvis",30,"hospitalaria",33,1
422,82,"pelvis",30,"prehospitalaria",33,1
423,82,"pelvis",30,"hospitalaria",33,1
424,33,"leftLeg",30,"hospitalaria",33,1
433,33,"pelvis",30,"hospitalaria",29,215
434,50,"pelvis",30,"hospitalaria",29,82
435,33,"pelvis",30,"prehospitalaria",29,33
436,50,"pelvis",30,"prehospitalaria",29,1
437,33,"leftLeg",30,"hospitalaria",29,38
438,82,"pelvis",30,"hospitalaria",29,3
439,50,"leftLeg",30,"hospitalaria",29,37
440,50,"leftLeg",30,"prehospitalaria",29,6
441,82,"pelvis",30,"prehospitalaria",29,57
442,82,"leftLeg",30,"prehospitalaria",29,5
443,82,"leftLeg",30,"hospitalaria",29,44
444,33,"leftLeg",30,"prehospitalaria",29,44
445,33,"pelvis",30,"prehospitalaria",34,1
446,82,"pelvis",30,"prehospitalaria",34,1
447,82,"pelvis",30,"hospitalaria",34,1
448,33,"leftLeg",30,"prehospitalaria",34,1
449,33,"leftLeg",30,"hospitalaria",34,1
450,33,"pelvis",30,"hospitalaria",34,1
451,50,"pelvis",30,"prehospitalaria",34,1
452,50,"pelvis",30,"hospitalaria",34,1
453,50,"leftLeg",30,"hospitalaria",34,1
454,50,"leftLeg",30,"prehospitalaria",34,1
455,82,"leftLeg",30,"hospitalaria",34,1
456,82,"leftLeg",30,"prehospitalaria",34,1
465,33,"pelvis",30,"prehospitalaria",26,19
466,33,"pelvis",30,"hospitalaria",26,19
467,50,"pelvis",30,"prehospitalaria",26,31
468,50,"pelvis",30,"hospitalaria",26,16
469,82,"pelvis",30,"prehospitalaria",26,28
470,82,"pelvis",30,"hospitalaria",26,52
471,33,"leftLeg",30,"hospitalaria",26,22
472,33,"leftLeg",30,"prehospitalaria",26,38
473,50,"leftLeg",30,"hospitalaria",26,16
474,50,"leftLeg",30,"prehospitalaria",26,60
475,82,"leftLeg",30,"prehospitalaria",26,15
476,82,"leftLeg",30,"hospitalaria",26,15
485,33,"pelvis",30,"prehospitalaria",36,17
486,50,"leftLeg",30,"hospitalaria",36,37
487,50,"leftLeg",30,"prehospitalaria",36,67
488,82,"leftLeg",30,"hospitalaria",36,60
489,82,"leftLeg",30,"prehospitalaria",36,40
490,33,"pelvis",30,"hospitalaria",36,26
491,50,"pelvis",30,"prehospitalaria",36,39
492,50,"pelvis",30,"hospitalaria",36,71
493,82,"pelvis",30,"prehospitalaria",36,26
494,82,"pelvis",30,"hospitalaria",36,23
495,33,"leftLeg",30,"hospitalaria",36,66
496,33,"leftLeg",30,"prehospitalaria",36,27
497,33,"pelvis",30,"prehospitalaria",35,97
498,33,"pelvis",30,"hospitalaria",35,1
499,50,"pelvis",30,"hospitalaria",35,25
500,50,"pelvis",30,"prehospitalaria",35,26
501,33,"leftLeg",30,"hospitalaria",35,26
502,82,"pelvis",30,"hospitalaria",35,1
503,82,"pelvis",30,"prehospitalaria",35,1
504,82,"leftLeg",30,"prehospitalaria",35,1
505,33,"leftLeg",30,"prehospitalaria",35,1
506,50,"leftLeg",30,"prehospitalaria",35,1
507,82,"leftLeg",30,"hospitalaria",35,1
508,50,"leftLeg",30,"hospitalaria",35,1
541,50,"pelvis",30,"prehospitalaria",41,44
542,82,"pelvis",30,"prehospitalaria",41,51
543,33,"pelvis",30,"prehospitalaria",41,1
544,50,"pelvis",30,"hospitalaria",41,1
545,33,"leftLeg",30,"prehospitalaria",41,1
546,82,"pelvis",30,"hospitalaria",41,1
547,33,"leftLeg",30,"hospitalaria",41,1
548,50,"leftLeg",30,"hospitalaria",41,1
549,82,"leftLeg",30,"hospitalaria",41,1
550,33,"pelvis",30,"hospitalaria",41,1
551,50,"leftLeg",30,"prehospitalaria",41,1
552,82,"leftLeg",30,"prehospitalaria",41,1
553,50,"leftLeg",30,"prehospitalaria",42,1
554,33,"pelvis",30,"prehospitalaria",42,1
555,82,"leftLeg",30,"hospitalaria",42,1
556,82,"leftLeg",30,"prehospitalaria",42,1
557,82,"pelvis",30,"prehospitalaria",42,1
558,50,"pelvis",30,"prehospitalaria",42,1
559,50,"pelvis",30,"hospitalaria",42,1
560,33,"leftLeg",30,"hospitalaria",42,1
561,82,"pelvis",30,"hospitalaria",42,1
562,33,"pelvis",30,"hospitalaria",42,1
563,33,"leftLeg",30,"prehospitalaria",42,1
564,50,"leftLeg",30,"hospitalaria",42,1
573,33,"pelvis",30,"prehospitalaria",43,1
574,50,"pelvis",30,"hospitalaria",43,1
575,82,"pelvis",30,"prehospitalaria",43,1
576,33,"pelvis",30,"hospitalaria",43,1
577,82,"pelvis",30,"hospitalaria",43,1
578,33,"leftLeg",30,"hospitalaria",43,1
579,50,"pelvis",30,"prehospitalaria",43,1
580,33,"leftLeg",30,"prehospitalaria",43,1
581,50,"leftLeg",30,"prehospitalaria",43,1
582,82,"leftLeg",30,"hospitalaria",43,1
583,50,"leftLeg",30,"hospitalaria",43,1
584,82,"leftLeg",30,"prehospitalaria",43,1
585,33,"pelvis",30,"prehospitalaria",40,1
586,33,"pelvis",30,"hospitalaria",40,1
587,82,"pelvis",30,"prehospitalaria",40,34
588,50,"pelvis",30,"hospitalaria",40,1
589,50,"pelvis",30,"prehospitalaria",40,1
590,82,"pelvis",30,"hospitalaria",40,1
591,50,"leftLeg",30,"hospitalaria",40,1
592,33,"leftLeg",30,"prehospitalaria",40,1
593,33,"leftLeg",30,"hospitalaria",40,1
594,50,"leftLeg",30,"prehospitalaria",40,1
595,82,"leftLeg",30,"hospitalaria",40,1
596,82,"leftLeg",30,"prehospitalaria",40,1
605,33,"pelvis",30,"prehospitalaria",46,1
606,33,"leftLeg",30,"hospitalaria",46,1
607,50,"leftLeg",30,"hospitalaria",46,1
608,33,"leftLeg",30,"prehospitalaria",46,1
609,50,"leftLeg",30,"prehospitalaria",46,1
610,82,"leftLeg",30,"hospitalaria",46,1
611,82,"leftLeg",30,"prehospitalaria",46,1
612,33,"pelvis",30,"hospitalaria",46,1
613,82,"pelvis",30,"hospitalaria",46,1
614,82,"pelvis",30,"prehospitalaria",46,1
615,50,"pelvis",30,"hospitalaria",46,1
616,50,"pelvis",30,"prehospitalaria",46,1
617,33,"pelvis",30,"prehospitalaria",38,24
618,50,"pelvis",30,"prehospitalaria",38,23
619,33,"pelvis",30,"hospitalaria",38,24
620,50,"pelvis",30,"hospitalaria",38,23
621,82,"pelvis",30,"prehospitalaria",38,26
622,82,"pelvis",30,"hospitalaria",38,97
623,33,"leftLeg",30,"hospitalaria",38,126
624,33,"leftLeg",30,"prehospitalaria",38,1
625,50,"leftLeg",30,"prehospitalaria",38,2
626,82,"leftLeg",30,"hospitalaria",38,2
627,50,"leftLeg",30,"hospitalaria",38,2
628,82,"leftLeg",30,"prehospitalaria",38,49
661,82,"pelvis",30,"prehospitalaria",52,1
662,50,"pelvis",30,"prehospitalaria",52,1
663,33,"pelvis",30,"prehospitalaria",52,39
664,33,"pelvis",30,"hospitalaria",52,1
665,50,"pelvis",30,"hospitalaria",52,1
666,82,"pelvis",30,"hospitalaria",52,1
667,33,"leftLeg",30,"hospitalaria",52,17
668,50,"leftLeg",30,"hospitalaria",52,1
669,50,"leftLeg",30,"prehospitalaria",52,19
670,33,"leftLeg",30,"prehospitalaria",52,1
671,82,"leftLeg",30,"hospitalaria",52,1
672,82,"leftLeg",30,"prehospitalaria",52,1
673,33,"pelvis",30,"prehospitalaria",48,1
674,82,"pelvis",30,"prehospitalaria",48,1
675,82,"pelvis",30,"hospitalaria",48,1
676,33,"leftLeg",30,"hospitalaria",48,1
677,33,"leftLeg",30,"prehospitalaria",48,1
678,33,"pelvis",30,"hospitalaria",48,1
679,50,"pelvis",30,"prehospitalaria",48,1
680,50,"leftLeg",30,"hospitalaria",48,1
681,50,"leftLeg",30,"prehospitalaria",48,1
682,82,"leftLeg",30,"hospitalaria",48,1
683,50,"pelvis",30,"hospitalaria",48,1
684,82,"leftLeg",30,"prehospitalaria",48,1
685,33,"pelvis",30,"prehospitalaria",51,25
686,50,"pelvis",30,"prehospitalaria",51,31
687,33,"pelvis",30,"hospitalaria",51,13
688,82,"pelvis",30,"prehospitalaria",51,8
689,82,"pelvis",30,"hospitalaria",51,19
690,50,"pelvis",30,"hospitalaria",51,15
691,33,"leftLeg",30,"hospitalaria",51,6
692,33,"leftLeg",30,"prehospitalaria",51,12
693,50,"leftLeg",30,"prehospitalaria",51,7
694,50,"leftLeg",30,"hospitalaria",51,5
695,82,"leftLeg",30,"prehospitalaria",51,9
696,82,"leftLeg",30,"hospitalaria",51,22
697,33,"pelvis",30,"prehospitalaria",53,23
698,33,"pelvis",30,"hospitalaria",53,41
699,33,"leftLeg",30,"hospitalaria",53,27
700,82,"pelvis",30,"prehospitalaria",53,85
701,50,"pelvis",30,"hospitalaria",53,24
702,50,"pelvis",30,"prehospitalaria",53,85
703,50,"leftLeg",30,"hospitalaria",53,54
704,82,"pelvis",30,"hospitalaria",53,16
705,82,"leftLeg",30,"hospitalaria",53,23
706,50,"leftLeg",30,"prehospitalaria",53,22
707,33,"leftLeg",30,"prehospitalaria",53,25
708,82,"leftLeg",30,"prehospitalaria",53,17
717,33,"pelvis",30,"prehospitalaria",54,53
718,33,"pelvis",30,"hospitalaria",54,58
719,50,"pelvis",30,"hospitalaria",54,29
720,50,"pelvis",30,"prehospitalaria",54,22
721,82,"pelvis",30,"prehospitalaria",54,24
722,82,"pelvis",30,"hospitalaria",54,24
723,33,"leftLeg",30,"hospitalaria",54,23
724,33,"leftLeg",30,"prehospitalaria",54,26
725,82,"leftLeg",30,"hospitalaria",54,25
726,50,"leftLeg",30,"prehospitalaria",54,24
727,82,"leftLeg",30,"prehospitalaria",54,23
728,50,"leftLeg",30,"hospitalaria",54,26
729,33,"pelvis",30,"prehospitalaria",50,1
730,50,"pelvis",30,"hospitalaria",50,1
731,82,"pelvis",30,"prehospitalaria",50,1
732,33,"leftLeg",30,"hospitalaria",50,1
733,33,"leftLeg",30,"prehospitalaria",50,4
734,82,"pelvis",30,"hospitalaria",50,1
735,50,"leftLeg",30,"hospitalaria",50,1
736,50,"leftLeg",30,"prehospitalaria",50,1
737,82,"leftLeg",30,"hospitalaria",50,1
738,82,"leftLeg",30,"prehospitalaria",50,1
739,33,"pelvis",30,"hospitalaria",50,1
740,50,"pelvis",30,"prehospitalaria",50,1
757,33,"pelvis",30,"prehospitalaria",55,1
758,33,"pelvis",30,"hospitalaria",55,1
759,50,"pelvis",30,"hospitalaria",55,1
760,50,"pelvis",30,"prehospitalaria",55,1
761,82,"pelvis",30,"hospitalaria",55,1
762,82,"pelvis",30,"prehospitalaria",55,1
763,33,"leftLeg",30,"hospitalaria",55,1
764,33,"leftLeg",30,"prehospitalaria",55,1
765,50,"leftLeg",30,"prehospitalaria",55,1
766,50,"leftLeg",30,"hospitalaria",55,1
767,82,"leftLeg",30,"prehospitalaria",55,1
768,82,"leftLeg",30,"hospitalaria",55,1
769,33,"pelvis",30,"prehospitalaria",56,1
770,50,"pelvis",30,"prehospitalaria",56,1
771,33,"pelvis",30,"hospitalaria",56,1
772,50,"pelvis",30,"hospitalaria",56,1
773,82,"pelvis",30,"prehospitalaria",56,1
774,82,"pelvis",30,"hospitalaria",56,1
775,33,"leftLeg",30,"hospitalaria",56,1
776,50,"leftLeg",30,"hospitalaria",56,1
777,50,"leftLeg",30,"prehospitalaria",56,1
778,33,"leftLeg",30,"prehospitalaria",56,1
779,82,"leftLeg",30,"hospitalaria",56,1
780,82,"leftLeg",30,"prehospitalaria",56,1
789,82,"pelvis",30,"hospitalaria",59,20
790,50,"pelvis",30,"hospitalaria",59,1
791,33,"leftLeg",30,"hospitalaria",59,1
792,33,"pelvis",30,"hospitalaria",59,1
793,50,"pelvis",30,"prehospitalaria",59,1
794,33,"pelvis",30,"prehospitalaria",59,1
795,82,"pelvis",30,"prehospitalaria",59,1
796,50,"leftLeg",30,"prehospitalaria",59,1
797,33,"leftLeg",30,"prehospitalaria",59,1
798,50,"leftLeg",30,"hospitalaria",59,1
799,82,"leftLeg",30,"hospitalaria",59,1
800,82,"leftLeg",30,"prehospitalaria",59,1
801,33,"pelvis",30,"prehospitalaria",60,47
802,33,"pelvis",30,"hospitalaria",60,13
803,82,"pelvis",30,"prehospitalaria",60,28
804,50,"pelvis",30,"prehospitalaria",60,106
805,50,"pelvis",30,"hospitalaria",60,12
806,33,"leftLeg",30,"hospitalaria",60,85
807,82,"pelvis",30,"hospitalaria",60,26
808,33,"leftLeg",30,"prehospitalaria",60,11
809,50,"leftLeg",30,"prehospitalaria",60,50
810,82,"leftLeg",30,"prehospitalaria",60,65
811,50,"leftLeg",30,"hospitalaria",60,13
812,82,"leftLeg",30,"hospitalaria",60,25
813,33,"pelvis",30,"prehospitalaria",61,1
814,50,"pelvis",30,"prehospitalaria",61,1
815,33,"pelvis",30,"hospitalaria",61,1
816,50,"pelvis",30,"hospitalaria",61,1
817,82,"pelvis",30,"prehospitalaria",61,1
818,82,"pelvis",30,"hospitalaria",61,1
819,33,"leftLeg",30,"hospitalaria",61,1
820,33,"leftLeg",30,"prehospitalaria",61,1
821,50,"leftLeg",30,"hospitalaria",61,1
822,50,"leftLeg",30,"prehospitalaria",61,1
823,82,"leftLeg",30,"prehospitalaria",61,1
824,82,"leftLeg",30,"hospitalaria",61,1
825,33,"pelvis",30,"prehospitalaria",62,43
826,50,"pelvis",30,"hospitalaria",62,1
827,50,"pelvis",30,"prehospitalaria",62,1
828,82,"pelvis",30,"prehospitalaria",62,1
829,33,"leftLeg",30,"hospitalaria",62,1
830,33,"pelvis",30,"hospitalaria",62,1
831,82,"pelvis",30,"hospitalaria",62,1
832,50,"leftLeg",30,"prehospitalaria",62,1
833,82,"leftLeg",30,"hospitalaria",62,1
834,33,"leftLeg",30,"prehospitalaria",62,1
835,82,"leftLeg",30,"prehospitalaria",62,1
836,50,"leftLeg",30,"hospitalaria",62,1
845,33,"pelvis",30,"prehospitalaria",63,1
846,82,"pelvis",30,"prehospitalaria",63,1
847,50,"pelvis",30,"prehospitalaria",63,1
848,33,"pelvis",30,"hospitalaria",63,1
849,50,"pelvis",30,"hospitalaria",63,1
850,33,"leftLeg",30,"hospitalaria",63,1
851,82,"pelvis",30,"hospitalaria",63,1
852,33,"leftLeg",30,"prehospitalaria",63,1
853,50,"leftLeg",30,"hospitalaria",63,1
854,50,"leftLeg",30,"prehospitalaria",63,1
855,82,"leftLeg",30,"prehospitalaria",63,1
856,82,"leftLeg",30,"hospitalaria",63,1
857,33,"pelvis",30,"prehospitalaria",64,49
858,82,"pelvis",30,"hospitalaria",64,17
859,33,"leftLeg",30,"hospitalaria",64,1
860,33,"pelvis",30,"hospitalaria",64,1
861,82,"pelvis",30,"prehospitalaria",64,1
862,33,"leftLeg",30,"prehospitalaria",64,1
863,50,"leftLeg",30,"hospitalaria",64,1
864,50,"leftLeg",30,"prehospitalaria",64,1
865,82,"leftLeg",30,"hospitalaria",64,1
866,82,"leftLeg",30,"prehospitalaria",64,1
867,50,"pelvis",30,"prehospitalaria",64,1
868,50,"pelvis",30,"hospitalaria",64,1
877,33,"pelvis",30,"prehospitalaria",13,104
878,33,"pelvis",30,"hospitalaria",13,25
879,50,"pelvis",30,"hospitalaria",13,102
880,50,"pelvis",30,"prehospitalaria",13,135
881,82,"pelvis",30,"prehospitalaria",13,24
882,82,"pelvis",30,"hospitalaria",13,1
883,33,"leftLeg",30,"hospitalaria",13,42
884,33,"leftLeg",30,"prehospitalaria",13,1
885,50,"leftLeg",30,"hospitalaria",13,2
886,82,"leftLeg",30,"prehospitalaria",13,2
887,82,"leftLeg",30,"hospitalaria",13,1
888,50,"leftLeg",30,"prehospitalaria",13,39
889,33,"pelvis",30,"prehospitalaria",65,4
890,33,"pelvis",30,"hospitalaria",65,1
891,82,"pelvis",30,"hospitalaria",65,1
892,50,"pelvis",30,"hospitalaria",65,1
893,82,"pelvis",30,"prehospitalaria",65,1
